CF,STD,NWC,Expendit,SIZE,TobinsQ,FIN,FINCF,CASH
-0.039097134,0.002781789,0.095157556,0.001523658,22.17423394,1.349479,0.0625,-0.000889791,0.036406289
-0.063336301,0.054800612,-0.077555722,0.002345965,22.15737069,1.166905,0.090909091,-0.004235993,0.001361695
-0.392710622,-0.090716504,0.145638027,0.002034909,22.24254408,1.571054,0.047619048,0.001910316,-0.222841884
0.066487072,-0.14886788,0.283574495,0.0235499,22.32988769,0.92216,0.066666667,0.000308654,0.017300521
0.070708798,-0.011692294,-0.001978707,0.029910142,22.31791419,1.280224,0.074074074,0.000557594,-0.003245004
0.004905885,0.084162777,-0.002571571,0.017370826,22.38699388,1.10192,0.08,-0.001136745,0.044521073
0.049935447,0.069448467,0.028306509,0.021817992,22.4193853,0.957896,0.033333333,-8.32031E-05,0.006956527
0.019155735,0.039632839,0.007931984,0.015960139,22.43455029,1.040054,0.03125,0.000545523,-0.018508963
0.088649513,-0.03620076,0.039801622,0.002550905,22.41709846,1.026747,0,-0.002244256,0.002059211
0.112978046,-0.020214315,-0.041276181,0.016919083,22.34392373,1.390546,0.051282051,-4.70253E-05,0.0060201
0.097417424,-0.135499843,-0.025054501,0.068944194,24.26590094,0.942183,0.166666667,0.005957398,-0.005589842
0.025956289,0.076407911,-0.030448989,0.036684457,24.34382317,1.337401,0.166666667,-0.002238337,0.042141813
0.02739485,0.282479248,-0.037586969,0.039105701,24.71466639,1.573152,0.19047619,-0.002503784,-0.011067852
0.03502761,0.009379101,0.098379325,0.046586531,24.88778479,1.070503,0.142857143,-0.000949264,0.042973343
0.035606196,-0.090585687,0.052790068,0.033132484,24.8662796,1.136211,0.142857143,-0.000896683,-0.034381
0.037874653,0.095725624,-0.056825064,0.095440276,25.00831301,1.207518,0.148148148,-0.000730733,-0.002975182
0.073305502,0.122584406,-0.076996013,0.146658819,25.19805601,1.355697,0.1,0.001336552,-0.014197986
-0.102279304,0.048128998,0.048304963,0.017189777,21.58111824,1.288007,0.05,0.000292353,-0.019516125
0.077310797,0.133758987,0.024351596,0.006123098,21.76417645,1.831751,0.032258065,-0.00062786,0.062976893
0.235287052,-0.12427959,-0.031242395,0.006303296,21.54893856,1.6537,0.038461538,-0.002565741,0.183133456
-0.225037689,-0.119849496,0.065231233,0.002041141,21.3588589,1.33602,0,0.014060788,-0.178877057
-0.111100056,0.203115319,0.169187384,0.003544523,21.77700291,1.425593,0,0.008138461,-0.066086796
-0.119087198,0.090548174,0.217458682,0.001186727,22.0996553,1.178186,0,0.008553622,0.031465207
-0.015955126,0.20333613,-0.120067155,0.000428901,22.17483589,1.425469,0.05,0.000121546,0.033449894
-0.057444198,0.00022609,0.055277946,0.006420462,22.43684859,0.938228,0.055555556,-0.000368123,-0.070044997
0.146151397,0.024806912,0.102649865,0.002049068,22.59209742,1.505418,0.1,0.004834709,0.154296785
-0.027150956,0.05373741,0.082828083,0.001455762,22.63870389,1.260637,0.086956522,-0.002540231,-0.007885279
-0.016566641,0.000732178,0.064291538,0.001961663,22.69004617,1.106891,0.083333333,-0.001945233,-0.053687829
0.048340328,-0.009697494,0.049072559,0.001165903,22.74039467,1.254249,0.157894737,0.000303692,0.012676413
0.020724037,0.070817081,0.008248613,0.003460773,22.80247903,1.382999,0.12,-0.00168346,0.0441626
-0.100339034,0.344718995,0.151908681,0.001148147,23.50805099,1.249509,0.130434783,-0.011439848,-0.01473831
-0.070065694,0.091254286,0.032689915,0.028512393,22.28417688,0.862133,0.047619048,0.000503705,-0.046451852
0.083083102,0.208821194,-0.011486958,0.022345085,22.58679461,1.199558,0.047619048,-0.000163966,0.051854442
-0.027378277,0.044840108,0.086043795,0.025780597,22.79547568,1.047989,0.095238095,-0.003151506,0.025290381
-0.05756877,0.123951181,0.014658965,0.035024104,23.12887478,0.882827,0.090909091,-0.004011461,-0.023859612
-0.050212386,0.114398092,0.019896354,0.012819025,23.39230794,1.060534,0.086956522,-0.00334687,0.034754349
-0.077327464,0.047871491,0.119997451,0.006686927,23.59784946,0.996371,0.074074074,-0.002713327,-0.008671894
-0.133305927,0.088410866,-0.001760395,0.003875248,23.72241137,1.090086,0.047619048,0.000779409,-0.025179865
0.05481042,-0.156983041,-0.03074562,0.059741587,20.15373547,2.103452,0.0625,9.82417E-05,-0.07226311
0.058985603,0.131179619,-0.01614495,0.07434497,20.50332074,4.081222,0.0625,0.00014217,0.021577612
0.034368137,-0.062422713,0.50879726,0.099597771,21.22732198,3.226124,0.117647059,-0.000729241,0.191097027
0.015347058,0.023371972,-0.208447361,0.268709312,21.31561259,1.829975,0.117647059,-0.001978324,0.025511758
-0.082498435,0.065586022,-0.108696095,0.068055355,21.35488897,1.394217,0.117647059,-0.00840368,-0.125821682
-0.065477538,-0.02323016,0.380053087,0.037786985,21.77120209,1.558011,0.086956522,-0.003880813,0.251326992
-0.017253004,0.064718697,-0.051918339,0.017330166,21.76098929,1.832251,0.058823529,-0.000429351,0.054668878
-0.01281696,0.207271297,0.408883271,0.00055966,23.71005115,1.231248,0.047619048,0.000254122,0.053970171
-0.06752685,-0.109620673,0.236045389,0.00031123,23.84743131,2.028568,0.043478261,0.000960545,0.13083459
-0.108570562,0.060197997,-0.075299129,0.000681069,23.82990837,1.542262,0.043478261,0.001309434,-0.1062397
-0.05722123,0.028305678,0.018293148,0.000571195,23.87758739,1.478545,0.115384615,-0.006511427,-0.056826825
-0.055151026,0.002680453,0.221520883,0.000229052,24.15514633,1.505811,0.115384615,-0.006380164,0.074522496
-0.069367608,0.120627508,0.095023096,0.00735388,24.43042811,1.265386,0.088235294,-0.004163734,0.018136696
0.01026651,0.265799331,0.024361249,0.001134876,24.98438264,1.459263,0.085714286,-0.001187714,0.07792032
0.128265747,0.015124547,0.080710503,0.054716923,20.95133264,1.723617,0.0625,0.000871089,0.039486694
0.236890141,-0.572945873,0.153531899,0.039169624,20.57948499,3.23385,0,-0.009949607,-0.044820492
0.053090347,-0.042679596,-0.108876008,0.105893675,20.48830695,3.679423,0,-0.000395938,-0.082629398
0.023722147,-0.013979081,0.436395021,0.05920693,20.95527556,3.148912,0,0.001130582,0.394789553
-0.020771683,-0.020548954,-0.069859947,0.065057392,20.91531821,2.769207,0.086956522,-0.002317098,-0.190255306
-0.05712136,0.070626583,-0.079353012,0.071985006,21.00886993,3.899316,0.117647059,-0.006737209,-0.087663423
0.256338326,0.279867885,0.051333014,0.0238373,21.4078458,2.778045,0.1,0.010126031,0.252458179
0.218492365,-0.070858149,-0.01325331,0.039541357,20.23194603,2.125366,0.071428571,0.003365209,0.016376571
0.021092174,0.118762712,-0.034657218,0.052915475,20.29963258,2.968631,0.071428571,-0.000474205,0.02223538
0.091469877,0.10078514,0.127291406,0.051003643,20.56112567,4.906408,0.071428571,0.000894634,0.043724651
-0.006596549,0.287267251,0.094106297,0.045620136,21.07341966,2.705098,0.071428571,-0.001012748,-0.0085415
0.183819829,0.222098227,0.010154246,0.03574442,21.34452252,2.997919,0.071428571,0.002690831,0.050142283
0.016342947,0.36235012,0.081250803,0.018143484,21.93850287,3.655826,0.058823529,-0.000199391,0.010022432
0.031824786,0.230695689,0.034667581,0.02609408,22.26562406,2.125728,0.055555556,-4.88182E-05,0.00615405
0.044492641,0.048119372,-0.182347075,0.178261778,22.33733858,0.953475,0,5.09596E-05,-0.073532495
0.067336807,0.118848851,0.016519546,0.151440377,22.59137995,1.265592,0,-0.00113645,0.138621608
0.044589565,0.063373498,-0.007742063,0.14519564,22.79914031,1.765214,0,4.59217E-05,-0.051060143
0.066188072,0.001170058,0.004134646,0.068167748,22.80920677,1.081077,0,-0.00107674,-0.016883345
0.104693881,0.04469112,-0.068250772,0.055028386,22.77779826,1.190449,0,-0.003078221,-0.01814133
0.17822864,0.039694796,0.038392302,0.021311418,22.79979831,1.400841,0,-0.00690046,0.06212463
0.088302304,0.122464203,0.025923026,0.033272886,23.47644864,1.836259,0,-0.002226208,-0.026679141
0.016547876,0.092426286,0.010224795,0.019025043,21.05656944,1.410816,0,0.001503491,-0.002968395
0.031493441,0.107438001,-0.056584561,0.011951683,21.11720748,2.489403,0,0.000726641,0.066421307
-0.015662852,0.061320818,0.163158527,0.044296498,21.4119838,2.327064,0,0.003177762,0.129600341
-0.026369353,0.051179399,-0.019007886,0.044304827,21.4949125,1.491999,0,0.003734272,-0.077982578
0.025458372,0.068268678,-0.033705472,0.045352829,21.56819069,1.594153,0,0.001040336,-0.025779518
0.060219717,0.076670201,0.065062135,0.015737997,21.67860709,1.752366,0,-0.000766513,0.017337521
-0.152316842,0.261545831,-0.007027849,0.009248627,22.02147185,2.174713,0,0.010280855,-0.049853395
-0.136832231,-0.002436309,0.105706291,0.000610566,20.84204971,1.76203,0,0.009475986,0.006279833
-0.019749999,0.350830394,-0.120107581,0.0011564,21.09597854,2.030371,0,0.003390207,-0.034265025
-0.391223679,0.345833911,-0.295081533,0.000502388,21.15552409,2.356452,0,0.022698915,0.087414838
-0.098399626,-0.634400443,0.620205026,0.004633674,21.15556363,2.807827,0.058823529,-0.000984788,-0.086557138
-0.072974175,0.005592573,0.243182137,0.000850285,21.41964848,2.427269,0.058823529,-0.000810754,-0.005496676
-0.051678654,0.212834385,-0.451744278,6.65408E-05,22.77781047,0.972946,0.117647059,-0.006379795,4.10746E-05
-0.04788826,-0.120060609,0.126144175,0.004758467,22.78657286,0.983273,0.125,-0.006817366,0.001030011
0.048844943,0.016818369,0.221719814,0.27124187,23.54242954,1.005324,0,-0.000175267,-0.003229333
0.017824707,0.106264313,-0.264904013,0.261112834,23.81675274,1.335209,0,0.001437123,-0.176280293
0.055822859,0.221282449,-0.148712158,0.015329903,24.00178388,1.274965,0,-0.00053797,0.060535296
0.11202494,0.039002666,-0.017352759,0.044814983,24.07444493,1.055279,0,-0.003459279,-0.01341422
-0.064222108,0.168235564,-0.049573154,0.035782174,24.2122689,1.024028,0,0.005701808,0.063601748
0.064006238,-0.1522035,0.009979662,0.046221816,24.07120402,0.95638,0,-0.000963331,-0.048315227
0.00368519,0.207364138,-0.066229696,0.018785271,24.26705027,1.181351,0,0.002172077,0.050413323
